Chr	gene_name	geneStart	geneEnd	exon_count
2	PROC	127419942	127428945	8
2	IWS1	127481043	127526207	14
2	LIMS2	127639280	127664387	10
2	GPR17	127650011	127651754	2
2	SFT2D3	127701528	127702175	1
2	WDR33	127706322	127770980	21
2	POLR2D	127848106	127858099	4
2	AMMECR1L	127865093	127874233	6
2	SAP130	127942005	128027162	20
2	UGGT1	128091357	128189741	41
2	CCDC74B	130139554	130144995	8
2	SMPD4	130152554	130181600	19
2	MZT2B	130182282	130190625	3
2	TUBA3E	130191830	130198359	5
2	CCDC115	130339119	130342124	5
2	IMP4	130342932	130346467	9
2	PTPN18	130356107	130373223	15
2	CFC1	130592876	130599286	6
2	GPR148	130729151	130730194	1
2	AMER3	130762072	130764657	1
2	ARHGEF4	130930957	131046188	12
2	PLEKHB2	131120941	131146772	7
2	CCDC74A	131527970	131533397	8
2	C2orf27A	131751557	131767201	2
2	C2orf27B	131795162	131800936	2
2	GPR39	132417042	132645605	2
2	MGAT5	134254403	134448846	16
2	TMEM163	134456715	134718934	8
2	ACMSD	134838682	134901859	10
2	CCNT2	134918854	134954647	9
2	CCNT2	134918854	134954547	10
2	MAP3K19	134964849	135024646	10
2	R3HDM1	135604845	135724291	24
2	LCT	135788323	135837168	17
2	MCM6	135840834	135876364	17
2	DARS	135907315	135985467	16
2	HNMT	137964491	138014129	6
2	LRP1B	140233185	142130728	91
2	KYNU	142885367	143042171	13
2	ARHGAP15	143155490	143768171	13
2	GTDC1	143947051	144208780	7
2	ZEB2	144389450	144517349	9
2	ORC4	147935509	147975957	13
2	LYPD6	149437708	149470849	4
2	MMADHC	149569973	149587096	7
2	RND3	150469986	150487416	5
2	RBM43	151250905	151261726	4
2	NMI	151270692	151282947	7
2	TNFAIP6	151357666	151379532	6
2	RIF1	151410423	151475070	35
2	ARL5A	151803275	151828175	6
2	STAM2	152120573	152175641	14
2	ARL6IP6	152718624	152759839	4
2	RPRM	153478235	153478564	1
2	GALNT13	153944497	154450550	11
2	KCNJ3	154698775	154855312	3
2	NR4A2	156325743	156330185	6
2	GPD2	156476105	156582917	16
2	GALNT5	157258082	157311347	10
2	CYTIP	157415676	157444019	8
2	ACVR1C	157533917	157628643	9
2	ACVR1	157737530	157799492	9
2	UPP2	158102063	158134889	7
2	WDSUB1	159236032	159283068	10
2	BAZ2B	159320264	159478718	35
2	MARCH7	159729022	159767341	9
2	LY75	159805043	159904681	35
2	ITGB6	160101735	160200062	15
2	RBMS1	160275636	160493362	13
2	RBMS1	160840393	160932123	13
2	TANK	161179662	161235517	7
2	DPP4	161993282	162073980	26
2	IFIH1	162267199	162318306	16
2	GCA	162344248	162360242	8
2	KCNH7	162371828	162838517	16
2	KCNH7	162423269	162838517	8
2	FIGN	163609551	163734926	2
2	GRB14	164493035	164621308	14
2	COBLL1	164685945	164841195	14
2	SLC38A11	164898436	164952766	9
2	CSRNP3	165595065	165679752	4
2	GALNT3	165748780	165770699	10
2	B3GALT1	167869039	167870019	1
2	CERS6	168456448	168769661	10
2	SPC25	168871430	168889518	6
2	G6PC2	168901331	168908078	5
2	DHRS9	169081581	169095766	4
2	LRP2	169128662	169362398	79
2	BBS5	169479553	169504581	12
2	KLHL41	169509778	169525695	6
2	PPIG	169604041	169637522	12
2	KLHL23	169735014	169749731	3
2	SSB	169800960	169811755	11
2	UBR3	169827507	170081842	39
2	GAD1	170818591	170859881	16
2	GAD1	170818591	170842604	6
2	TLK1	170993779	171160427	21
2	METTL8	171324171	171392184	9
2	DCAF17	171434577	171481113	14
2	CYBRD1	171522545	171554826	4
2	HAT1	171922500	171983351	11
2	METAP1D	171999969	172080405	10
2	DLX1	172085677	172088256	3
2	DLX2	172100542	172102537	3
2	ITGA6	172427788	172501878	25
2	PDK1	172556150	172595968	11
2	ZAK	173091031	173221529	11
2	CDCA7	173354963	173367663	10
2	CDCA7	173354963	173367663	9
2	SP3	173909940	173965170	7
2	OLA1	174075425	174246814	10
2	CIR1	174348496	174395621	10
2	CIR1	175041863	175085856	9
2	SCRN3	174398283	174427894	7
2	GPR155	174436115	174481955	15
2	WIPF1	174562546	174585572	7
2	CHRNA1	174748123	174764393	9
2	ATF2	175074608	175136442	12
2	ATP5G3	175178287	175181392	4
2	HOXD13	176092890	176094729	2
2	HOXD11	176107355	176109141	2
2	HOXD10	176116833	176119230	2
2	HOXD9	176122768	176124174	2
2	HOXD8	176130366	176131611	2
2	HOXD4	176151633	176152941	2
2	HOXD3	176169114	176172273	2
2	HOXD1	176188801	176190141	2
2	MTX2	176269629	176337663	10
2	HNRNPA3	177212799	177219298	10
2	DKFZp451M2119	177975361	177975903	1
2	AGPS	177392789	177538194	20
2	TTC30A	177616703	177618700	1
2	OSBPL6	178306184	178395558	23
2	OSBPL6	178320363	178395558	24
2	PRKRA	178432096	178451029	8
2	FKBP7	178465769	178478498	4
2	CCDC141	179701592	179742863	12
2	UBE2E3	180982042	181062887	5
2	NEUROD1	181677789	181678859	1
2	SSFA2	181892066	181929655	17
2	PDE1A	182147078	182522375	14
2	FRZB	182834848	182866551	6
2	NCKAP1	182925701	183038098	31
2	NCKAP1	182925701	183038098	32
2	DUSP19	183078933	183095657	4
2	NUP35	183124457	183161130	9
2	ZNF804A	184598959	184939025	4
2	ITGAV	186590338	186677291	30
2	CALCRL	187346183	187385594	12
2	TFPI	187466935	187503767	7
2	GULP1	188477702	188594010	10
2	DIRC1	188734605	188734919	1
2	COL3A1	188974489	189011773	51
2	WDR75	189441492	189475416	21
2	SLC40A1	189561877	189580459	8
2	ASNSD1	189666132	189670725	3
2	ORMDL1	189771766	189782594	3
2	PMS1	189791809	189877435	12
2	MSTN	190057257	190062595	3
2	HIBCH	190205116	190319749	14
2	INPP1	190360102	190371401	5
2	MFSD6	190436029	190500217	6
2	NAB1	190659176	190690332	7
2	GLS	190881084	190962985	18
2	STAT1	190970702	191010002	23
2	STAT4	191029839	191148202	23
2	MYO1B	191276895	191423959	28
2	NABP1	192368846	192372825	4
2	SDPR	191835922	191846924	2
2	TMEFF2	191950310	192194523	10
2	STK17B	196137446	196163382	7
2	GTF3C3	196764562	196799610	18
2	C2orf66	196807442	196809386	2
2	PGAP1	196841233	196926615	27
2	COQ10B	197453560	197473923	5
2	HSPE1	197500436	197503258	4
2	MOB4	197516086	197550645	8
2	MOB4	197523659	197550645	7
2	RFTN2	197572007	197675457	9
2	BOLL	197728554	197786002	11
2	BOLL	197728554	197781849	10
2	PLCL1	197805099	198146961	6
2	SATB2	199272210	199456036	10
2	TYW5	200623295	200626717	3
2	C2orf47	199955798	199963810	5
2	KCTD18	200490099	200507015	6
2	CLK1	200853305	200861861	12
2	PPIL3	200871394	200887614	6
2	PPIL3	200871394	200887614	6
2	ORC2	200911300	200958122	16
2	FAM126B	200981269	201024008	10
2	NDUFB3	201078882	201085614	2
2	CFLAR	201129865	201163972	9
2	CASP10	201185777	201229082	9
2	CASP10	201185777	201217740	7
2	CASP10	201185777	201217740	9
2	CASP10	201876006	201898403	6
2	CASP8	201266486	201286593	8
2	CASP8	201266486	201286593	7
2	CASP8	201956715	201967225	6
2	CASP8	201266486	201276938	5
2	ALS2CR12	201288654	201351403	14
2	TRAK2	201380542	201420506	15
2	STRADB	201454840	201480174	11
2	ALS2CR11	201487611	201619129	15
2	CDK15	201807523	201890893	12
2	FZD7	202034647	202036371	1
2	SUMO1	202207252	202238450	5
2	NOP58	202265941	202303435	15
2	ICA1L	202779532	202829008	12
2	ICA1L	203398648	203401976	2
2	WDR12	202880859	202911475	13
2	CYP20A1	203239062	203296907	13
2	ABI2	203328514	203427351	10
2	RAPH1	203439436	203495352	13
2	RAPH1	203442077	203495352	15
2	CD28	203706696	203734911	4
2	CTLA4	203867942	203872811	4
2	ICOS	203936814	203959598	5
2	NRP2	205683290	205795057	17
2	NRP2	205683290	205776525	16
2	NDUFS1	206124184	206153677	18
2	EEF1B2	206159979	206162882	6
2	GPR1	206176179	206177246	1
2	ADAM23	206443866	206617626	26
2	MDH1B	207431529	207455500	8
2	FASTKD2	206766693	206791801	11
2	CPO	206939599	206969435	9
2	KLF7	207081212	207165567	4
2	CREB1	207555635	207597057	7
2	CREB1	207555635	207597057	8
2	METTL21A	207613045	207624374	3
2	CCNYL1	207712106	207753697	10
2	CRYGD	208121672	208124472	3
2	CRYGC	208128202	208129791	3
2	CRYGB	208142637	208146119	3
2	IDH1	208237078	208251550	8
2	PIKFYVE	208271519	208355304	41
2	PTH2R	208407043	208493658	13
2	MAP2	209653170	209730396	12
2	MAP2	209653170	209730396	9
2	MAP2	210343400	210420626	13
2	UNC80	209772072	209995594	63
2	RPE	210002661	210019790	6
2	ACADL	210188960	210225262	11
2	MYL1	210291045	210315041	6
2	MYL1	210291045	210303543	6
2	LANCL1	210434486	210476395	9
2	CPS1	210556733	210677984	38
2	ERBB4	211383614	212538529	28
2	IKZF2	213007359	213148628	7
2	SPAG16	213284483	214410314	16
2	BARD1	214728675	214809568	11
2	ATIC	215312142	215349654	16
2	FN1	215361554	215435801	46
2	FN1	215361554	215435801	44
2	TMEM169	216095963	216100541	2
2	XRCC5	216109436	216205201	21
2	SMARCAL1	216414704	216482976	16
2	RPL37A	216498874	216501403	4
2	IGFBP5	216676750	216694774	4
2	TNP1	216859666	216860033	2
2	TNS1	217804458	217897964	28
2	CXCR2	218134801	218135883	1
2	CXCR1	218164158	218165210	1
2	ARPC2	218217470	218253914	10
2	PNKD	218270535	218344980	10
2	TMBIM1	218275474	218282140	11
2	PNKD	218323267	218344980	9
2	CATIP	218356884	218367963	10
2	SLC11A1	218382368	218395034	15
2	CTDSP1	218400090	218404424	7
2	VIL1	218423778	218449335	19
2	USP37	218454929	218558652	23
2	BCS1L	218660987	218663385	7
2	RNF25	218663956	218671969	10
2	STK36	218672829	218702008	26
2	TTLL4	218737676	218754388	18
2	CYP27A1	218782182	218815029	9
2	PRKAG3	218823761	218831769	13
2	WNT6	218860037	218873844	4
2	WNT10A	218880995	218893270	4
2	CDK5R2	218959820	218960923	1
2	FEV	218981666	218985074	3
2	CRYBA2	218990251	218993175	4
2	CFAP65	219002936	219039047	33
2	CFAP65	219035331	219038535	2
2	NHEJ1	219076380	219158361	7
2	CNPPD1	219172585	219176827	8
2	FAM134A	219178352	219182628	9
2	ZFAND2B	219206987	219209305	9
2	ABCB6	219209937	219218672	19
2	GLB1L	219237071	219243572	16
2	TUBA4A	219250351	219253857	4
2	DNAJB2	219279833	219284986	8
2	PTPRN	219290225	219309331	23
2	GMPPA	219499975	219506797	12
2	ASIC4	219514343	219538045	9
2	CHPF	219539382	219543537	4
2	INHA	219572374	219575525	2
2	SLC4A3	219627992	219641727	22
2	SLC4A3	219627992	219641727	22
2	EPHA4	221426027	221572247	17
2	PAX3	222201173	222298614	10
2	PAX3	222201220	222298614	9
2	PAX3	222201403	222298614	8
2	PAX3	222293722	222298614	5
2	CCDC140	222303902	222304393	1
2	SGPP2	222424602	222558897	5
2	FARSB	222571870	222656072	17
2	ACSL3	222908772	222941653	14
2	KCNE4	223052144	223053342	2
2	SCG2	223597428	223599281	1
2	AP1S3	224463549	224527671	4
2	MRPL44	223957472	223967033	4
2	SERPINE2	223975866	224001899	8
2	FAM124B	224400418	224401767	2
2	CUL3	224474244	224585008	16
2	IRS1	226795009	226798737	1
2	RHBDD1	226864693	226995521	6
2	MFF	227329745	227357116	9
2	TM4SF20	227363723	227379267	4
2	AGFG1	227472421	227554494	13
2	SLC19A3	227687396	227702317	5
2	CCL20	227813911	227817082	4
2	DAW1	227871689	227923967	13
2	PID1	229025631	229262804	3
2	FBXO36	229922513	230010883	4
2	SLC16A14	230037379	230059351	4
2	SP110	230169123	230216926	17
2	SP110	230169123	230216926	18
2	SP110	230176664	230216926	14
2	SP100	230416296	230515639	25
2	CAB39	230760001	230818703	8
2	ITM2C	230865025	230878098	6
2	GPR55	230910002	230910961	1
2	SPATA3	230996233	231002788	3
2	PSMD1	231057025	231170711	24
2	HTR2B	231108516	231123763	3
2	ARMC9	231206238	231345093	20
2	LINC00471	232082007	232086516	2
2	NMUR1	231525042	231530360	3
2	C2orf57	231592951	231594138	1
2	COPS7B	231788570	231807644	6
2	NPPC	231925424	231926248	2
2	ALPP	232378802	232381794	11
2	ALPPL2	232406894	232409871	11
2	ALPI	232456199	232459145	11
2	ECEL1	232480152	232486652	17
2	CHRND	232526215	232535311	12
2	TIGD1	232548106	232549881	1
2	EIF4E2	232550724	232569016	7
2	EFHD1	232633704	232681718	4
2	KCNJ13	232768190	232771361	2
2	C2orf82	232870341	232876355	3
2	NGEF	232879488	232974889	14
2	NEU2	233032671	233035056	2
2	ATG16L1	233251827	233294349	17
2	ATG16L1	233251827	233294349	18
2	DGKD	233354518	233469459	30
2	UGT1A9	233671934	233772558	5
2	UGT1A7	233681937	233772558	5
2	UGT1A6	233693004	233772558	5
2	UGT1A6	233693805	233772558	5
2	UGT1A3	233729126	233772558	5
2	UGT1A1	233760287	233772558	5
2	SPP2	234050786	234070012	7
2	ARL4C	234496007	234496585	1
2	SH3BP4	235035002	235053815	4
2	AGAP1	235494686	236124121	17
2	GBX2	236165913	236167970	2
2	ACKR3	236580465	236581553	1
2	COPS8	237085964	237097741	8
2	MLPH	237493426	237553591	15
2	PRLH	237566573	237567174	2
2	RAB17	237575018	237586153	5
2	LRRFIP1	237692455	237764139	10
2	RAMP1	237859675	237911782	3
2	UBE2F	237973107	238041337	9
2	SCLY	238061030	238098354	12
2	ESPNL	238100419	238131731	9
2	ILKAP	238170535	238203552	12
2	HES6	238238826	238239904	4
2	PER2	238246374	238277935	22
2	HDAC4	239053096	239352698	26
2	LOC401040	240165056	240169740	2
2	NDUFA10	239961117	240025300	10
2	MYEOV2	240126562	240136346	5
2	OTOS	240139169	240140325	3
2	GPC1	240435918	240466289	9
2	ANKMY1	240479608	240557334	13
2	ANKMY1	240479608	240554933	16
2	CAPN10	241526328	241538096	4
2	CAPN10	241246318	241257354	9
2	CAPN10	241246318	241255396	8
2	GPR35	240629952	240630881	1
2	AQP12A	241631330	241637772	4
2	AGXT	240868865	240878820	11
2	MTERF4	241095997	241102272	4
2	PASK	241106565	241143031	17
2	PPP1R7	241150495	241182822	10
2	HDLBP	241229600	241266868	26
2	SEPT2	241324232	241350173	11
2	STK25	241495661	241508034	11
2	BOK	241559483	241572421	4
2	THAP4	241584605	241637016	6
2	DTYMK	241676126	241686782	5
2	NEU4	241811428	241817047	4
2	LOC285097	242661621	242662349	1
2	FLJ41327	242686179	242686640	1
3	CHL1	319776	405710	26
3	CNTN6	1148008	1403417	22
3	CNTN4	2900728	3056219	15
3	IL5RA	3070224	3104983	10
3	IL5RA	3090242	3104983	8
3	TRNT1	3129040	3148153	7
3	CRBN	3150864	3179686	11
3	SETMAR	4303370	4317245	3
3	SUMF1	4362143	4467244	9
3	BHLHE40	4979718	4983691	5
3	ARL8B	5122465	5178712	7
3	GRM7	6878075	7703113	10
3	SSUH2	8619867	8633937	9
3	CAV3	8733876	8745866	2
3	OXTR	8752976	8768186	2
3	RAD18	8881356	8963384	13
3	SRGAP3	8985518	9248950	22
3	THUMPD3	9365068	9384687	9
3	CPNE9	9703996	9729691	21
3	BRPF1	9734140	9747348	13
3	OGG1	9750286	9766134	7
3	OGG1	9750286	9766134	5
3	OGG1	9750286	9765830	4
3	OGG1	9750286	9765830	8
3	OGG1	9750286	9757327	7
3	OGG1	9750286	9757149	7
3	CAMK1	9757538	9767748	11
3	TADA3	9780356	9791465	8
3	TADA3	9784023	9791465	7
3	TTLL3	9837336	9851504	5
3	RPUSD3	9838015	9844013	9
3	CIDEC	9867133	9878485	5
3	JAGN1	9890722	9893376	2
3	IL17RE	9902932	9915806	16
3	IL17RC	9917315	9933592	19
3	IL17RC	9917315	9933592	18
3	IL17RC	9933999	9940790	7
3	CRELD1	9934438	9944578	10
3	EMC3	9964068	9986660	8
3	FANCD2	10028657	10098949	42
3	FANCD2OS	10104240	10104773	1
3	VHL	10141847	10149964	3
3	VHL	10141847	10149964	2
3	SEC13	10301260	10321051	9
3	SEC13	10317944	10335833	9
3	ATP2B2	10328813	10449542	19
3	SLC6A11	10816265	10938401	14
3	SLC6A1	11017211	11036965	14
3	HRH1	11259037	11260500	1
3	ATG7	11298695	11554842	18
3	VGLL4	11558555	11703033	5
3	TAMM41	11790504	11846635	7
3	TIMP4	12153514	12158839	5
3	PPARG	12351592	12434144	7
3	PPARG	12379705	12434144	6
3	TSEN2	12489800	12532720	11
3	RAF1	12584513	12618720	16
3	TMEM40	12734773	12749831	11
3	RPL32	12836093	12840236	3
3	HDAC11	13480347	13504682	10
3	WNT7A	13818943	13879815	4
3	CHCHD4	14112886	14121976	3
3	TMEM43	14125193	14141794	12
3	LSM3	14178860	14198115	4
3	CCDC174	14651836	14671193	11
3	NR2C2	15003914	15043007	14
3	MRPS25	15052440	15065193	4
3	RBSN	15073781	15096119	11
3	CAPN7	15206495	15251259	21
3	SH3BP5	15256085	15332407	9
3	EAF1	15427779	15439154	6
3	HACL1	15560864	15601462	17
3	BTD	15601850	15645487	4
3	DPH3	16260763	16264875	3
3	OXNAD1	16270952	16303561	7
3	SATB1	18349169	18420966	10
3	KCNH8	19148719	19534098	16
3	RAB5A	19950898	19983822	5
3	KAT2B	20040477	20152524	18
3	SGOL1	20161104	20184026	7
3	ZNF385D	21421213	21750915	8
3	UBE2E2	23208699	23589830	5
3	UBE2E1	23807269	23890605	5
3	UBE2E1	23807269	23890605	4
3	RPL15	23917859	23919500	3
3	THRB	24122883	24228958	8
3	RARB	25428731	25596615	8
3	OXSM	25791020	25794493	2
3	LRRC3B	26709672	26710451	1
3	NEK10	27178941	27301435	11
3	EOMES	27717069	27722293	6
3	AZI2	28324041	28340616	7
3	TGFBR2	30606883	30691598	7
3	GADL1	30728241	30894613	15
3	STT3B	31532998	31636063	16
3	OSBPL10	31662071	31981178	12
3	CMTM8	32238972	32369966	4
3	CMTM6	32483959	32502744	4
3	DYNC1LI1	32526798	32570769	13
3	CNOT10	32685460	32773610	19
3	CCR4	32953422	32954504	1
3	CRTAP	33114077	33142447	7
3	FBXL2	33277512	33385607	15
3	UBP1	33390330	33439847	16
3	PDCD6IP	33798728	33866524	18
3	ARPP21	35681751	35793957	18
3	STAC	36380643	36546288	11
3	MLH1	36993547	37050652	19
3	LRRFIP2	37053850	37148982	27
3	LRRFIP2	37053850	37148982	12
3	GOLGA4	37243550	37361271	23
3	C3orf35	37427734	37433112	2
3	C3orf35	37433117	37451680	2
3	ITGA9	37452374	37818988	28
3	VILL	37993672	38007054	19
3	PLCD1	38007772	38029538	15
3	DLEC1	38039225	38122411	37
3	ACAA1	38123046	38137034	12
3	MYD88	38138661	38141285	5
3	OXSR1	38165876	38252890	18
3	SLC22A13	38265860	38277464	10
3	SLC22A14	38306026	38318248	10
3	XYLB	38346868	38413012	19
3	ACVR2B	38454322	38483331	11
3	EXOG	38496367	38524361	6
3	GORASP1	39098235	39107540	9
3	CSRNP1	39143054	39146681	4
3	XIRP1	39183913	39189444	1
3	CCR8	39332331	39333398	1
3	SLC25A38	39383724	39396519	7
3	RPSA	39407653	39412367	6
3	MOBP	39502069	39513421	2
3	MOBP	39502069	39502879	2
3	MYRIP	39900816	40258165	16
3	EIF1B	40309941	40312013	4
3	ENTPD3	40388057	40427507	10
3	ZNF619	40523427	40529731	4
3	ZNF621	40525840	40533089	4
3	CTNNB1	41224068	41239341	14
3	TRAK1	42160361	42210256	13
3	CCK	42258097	42263629	2
3	LYZL4	42397264	42407250	4
3	VIPR1	42502735	42536280	13
3	SEC22C	42548615	42569045	6
3	SEC22C	42553247	42569045	6
3	SS18L2	42590897	42594508	3
3	NKTR	42601006	42645974	16
3	KLHL40	42685618	42691992	6
3	HHATL	42692750	42700825	11
3	CCDC13	42708979	42758344	15
3	ACKR2	42864502	42865656	1
3	CYP8B1	42874310	42875815	1
3	ZNF662	42908114	42915353	4
3	POMGNT2	43079688	43081430	1
3	ANO10	43366905	43605851	12
3	ABHD5	43690992	43718531	7
3	TCAIM	44354782	44407681	10
3	ZNF445	44446574	44455548	6
3	ZKSCAN7	44557047	44582990	5
3	ZKSCAN7	44557047	44571374	5
3	ZNF660	44594193	44595188	1
3	ZNF197	44629154	44644219	5
3	ZNF35	44651067	44659946	3
3	ZNF502	44720261	44722451	2
3	ZNF501	44734421	44735236	1
3	KIAA1143	44753340	44761601	3
3	TMEM42	44861924	44865179	3
3	TGM4	44874678	44913724	14
3	ZDHHC3	44926688	44959435	7
3	EXOSC7	44976277	45011338	8
3	CLEC3B	45026362	45035923	3
3	CDCP1	45085637	45146286	9
3	LARS2	45394453	45547529	20
3	LIMD1	45594879	45677058	8
3	SLC6A20	45758977	45796418	10
3	LZTFL1	45826313	45841990	10
3	CCR9	45894933	45901897	2
3	CCR9	45900824	45901897	1
3	FYCO1	45921764	45984909	17
3	CXCR6	45946481	45947509	1
3	XCR1	46020945	46021946	1
3	CCR1	46203245	46204312	1
3	CCR3	46265158	46266225	1
3	CCR5	46372902	46373960	1
3	RTP3	46498062	46500898	2
3	LRRC2	46519013	46551590	8
3	TDGF1	46577969	46581249	6
3	ALS2CL	46670983	46689439	25
3	ALS2CL	46692635	46705933	18
3	PRSS50	46712245	46717823	6
3	MYL3	46858243	46863389	6
3	PTH1R	46883559	46903655	14
3	CCDC12	46922056	46976731	7
3	SETD2	47017092	47163923	21
3	SETD2	47081107	47139619	12
3	KIF9	47228651	47277373	19
3	KIF9	47228651	47277373	20
3	KIF9	47256338	47293867	17
3	PTPN23	47381096	47413184	25
3	SCAP	47413853	47442992	22
3	CSPG5	47562599	47578692	5
3	SMARCC1	47588208	47781796	28
3	DHX30	47810683	47850119	20
3	CDC25A	48158944	48187946	15
3	CDC25A	48158944	48187946	14
3	CAMP	48223502	48225423	4
3	NME6	48294636	48301311	6
3	FBXW12	48372767	48394658	10
3	PLXNB1	48404485	48424610	36
3	CCDC51	48432407	48435127	3
3	ATRIP	48446845	48465553	12
3	ATRIP	48446845	48465553	13
3	TREX1	48466655	48467599	1
3	SHISA5	48469106	48504093	6
3	PFKFB4	48519746	48556776	14
3	UCN2	48562785	48563123	1
3	COL7A1	48564405	48595158	118
3	UQCRC1	48599127	48609619	13
3	CELSR3	48638204	48662633	35
3	NCKIPSD	48674543	48685806	13
3	IP6K2	48688272	48695290	5
3	PRKAR2A	48751584	48847595	11
3	SLC25A20	48857709	48898793	9
3	ARIH2	48927558	48983269	14
3	P4HTM	48990256	49006906	9
3	WDR6	49007341	49015287	6
3	DALRD3	49015587	49017828	10
3	NDUFAF3	49022144	49023171	5
3	NDUFAF3	49022439	49023171	4
3	IMPDH2	49024382	49029349	14
3	QRICH1	49030451	49077016	9
3	QARS	49096028	49104732	24
3	LAMB2	49121225	49132866	32
3	CCDC71	49162804	49164207	1
3	KLHDC8B	49172769	49175800	5
3	C3orf62	49271179	49276871	3
3	USP4	49278292	49340023	22
3	USP4	49278292	49340023	21
3	RHOA	49360208	49375588	4
3	TCTA	49412426	49414861	3
3	AMT	49417539	49422449	9
3	NICN1	49424832	49429238	6
3	DAG1	49510534	49533198	2
3	BSN	49554602	49664838	10
3	APEH	49674401	49683341	22
3	GMPPB	49721751	49723725	8
3	GMPPB	49721751	49723725	9
3	FAM212A	49803386	49804986	2
3	UBA7	49805307	49813786	24
3	TRAIP	49829102	49856452	15
3	MST1R	49887306	49903608	20
3	MON1A	49909013	49929885	6
3	RBM6	49962641	50077132	20
3	RBM5	50090434	50118455	24
3	SEMA3F	50159622	50188114	18
3	GNAT1	50191725	50194954	8
3	GNAI2	50236335	50257689	8
3	LSMEM2	50279113	50287201	4
3	HYAL3	50293245	50295601	3
3	HYAL1	50300482	50302955	3
3	HYAL1	50300482	50302955	2
3	HYAL2	50318128	50320488	3
3	TUSC2	50326120	50328098	3
3	RASSF1	50330580	50340804	6
3	RASSF1	50330580	50337318	5
3	RASSF1	50330580	50332057	4
3	RASSF1	50344082	50353239	2
3	RASSF1	50344560	50353239	2
3	ZMYND10	50341409	50345578	12
3	NPRL2	50347605	50350651	11
3	CYB561D2	50351433	50353743	3
3	TMEM115	50355342	50359062	2
3	C3orf18	50559656	50565698	4
3	HEMK1	50571104	50580416	10
3	CISH	50607606	50611649	3
3	MAPKAPK3	50617565	50648045	10
3	TEX264	51674304	51704015	4
3	GRM2	51708983	51718111	5
3	IQCF2	51861666	51863369	3
3	IQCF1	51894889	51903271	4
3	RRP9	51933505	51941866	15
3	GPR62	51955652	51956758	1
3	PCBP4	51958060	51961239	12
3	PCBP4	51958060	51961239	11
3	PCBP4	51967116	51969733	9
3	ABHD14B	51969425	51971669	3
3	ABHD14A	51975135	51981017	5
3	ACY1	51984064	51989074	14
3	RPL29	51993748	51995460	3
3	POC1A	52075886	52154371	11
3	ALAS1	52199241	52214179	10
3	TLR9	52221216	52225528	2
3	TWF2	52229033	52239015	9
3	PPM1M	52256170	52258438	7
3	WDR82	52257489	52278360	9
3	GLYCTK	52290342	52293125	4
3	BAP1	52402287	52409877	17
3	PHF7	52412879	52423316	10
3	PHF7	52412879	52423316	9
3	SEMA3G	52435602	52445026	16
3	TNNC1	52451274	52454014	6
3	NT5DC2	52524469	52534652	14
3	PBRM1	52582078	52713726	28
3	PBRM1	52582078	52713726	28
3	GNL3	52686092	52694274	15
3	GLT8D1	52694844	52700459	9
3	NEK4	52711776	52770745	16
3	ITIH1	52777615	52791910	22
3	ITIH4	52813420	52830641	24
3	TMEM110	52840493	52897449	8
3	SFMBT1	52905135	52969127	20
3	LOC285398	53099054	53099428	1
3	RFT1	53091902	53130399	13
3	PRKCD	53178422	53192265	17
3	TKT	53225755	53255941	14
3	CACNA1D	53495166	53811405	49
3	CHDH	53817776	53824007	7
3	IL17RB	53846588	53865307	11
3	ACTR8	53868718	53882100	13
3	LRTM1	54918458	54927910	3
3	FAM208A	56623036	56660988	15
3	ARHGEF3	56729269	56801797	10
3	SPATA12	57073694	57074266	1
3	IL17RD	57096392	57165285	13
3	HESX1	57198196	57199917	4
3	APPL1	57227883	57269686	22
3	ASB14	57310577	57312979	3
3	ARF4	57572211	57597139	6
3	FLNB	58008564	58170761	46
3	DNASE1L3	58192686	58210905	8
3	ABHD6	58256586	58293764	8
3	RPP14	58310329	58317495	5
3	PXK	58332988	58424959	18
3	PDHB	58428033	58433808	10
3	KCTD6	58498755	58501631	2
3	FAM107A	58566587	58569859	3
3	FAM3D	58634278	58655562	9
3	FHIT	59752225	60536961	5
3	PTPRG	61562287	62293306	30
3	C3orf14	62320471	62333388	4
3	FEZF2	62370082	62372867	4
3	CADPS	62399405	62875028	27
3	CADPS	62399405	62875028	28
3	THOC7	63834131	63863789	8
3	PSMD6	64010667	64023418	8
3	PRICKLE2	64099050	64198926	7
3	ADAMTS9	64522170	64687656	39
3	MAGI1	65361148	66038307	23
3	SLC25A26	66221094	66377806	10
3	KBTBD8	66998355	67008384	4
3	FAM19A4	68733141	68885187	5
3	EOGT	68977617	69009845	12
3	UBA3	69055436	69080352	18
3	UBA3	69055436	69080352	17
3	ARL6IP5	69085047	69104635	3
3	MITF	69936722	69965247	9
3	FOXP1	70959246	71198380	16
3	GPR27	71754049	71755176	1
3	PROK2	71772723	71785051	3
3	PPP4R2	72997037	73065721	9
3	CHMP2B	87227522	87253821	6
3	POU1F1	87259893	87276461	6
3	HTR1F	87990749	87991849	1
3	C3orf38	88150052	88156634	3
3	EPHA3	89107748	89479501	17
3	PROS1	93874244	93973748	15
3	ARL13B	93980423	94053262	8
3	ARL13B	93980423	94053262	10
3	DHFRL1	94060947	94061510	1
3	NSUN3	94063126	94126489	6
3	ARL6	97768107	97798048	7
3	MINA	97945183	97967592	9
3	CLDND1	98516658	98521423	4
3	GPR15	98532033	98533115	1
3	CPOX	98580682	98593503	7
